,Palabra,cant central,cant cuyo,Total central,Total cuyo,Total central cuyo,Pvalue,fnorm central,fnorm cuyo,maxdif
1514,cochico,0.0,24.0,0,5,5,7.19163789759e-12,0.0543388926549,2.55254004856,46.9744583271
1517,porchia,0.0,24.0,0,1,1,7.19163789759e-12,0.0543388926549,2.55254004856,46.9744583271
763,coronó,2.0,47.0,2,14,16,3.95651373141e-20,0.10867778531,4.99872426175,45.9958237784
762,barraca,2.0,47.0,2,34,36,3.95651373141e-20,0.10867778531,4.99872426175,45.9958237784
1643,schiaretti,90.0,1.0,38,1,39,4.19484891818e-11,4.89050033894,0.106355835356,45.9824354966
1580,acequias,0.0,23.0,0,22,22,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1585,alvearr,0.0,23.0,0,16,16,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1584,ordinariocarta,0.0,23.0,0,1,1,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1583,trapal,0.0,23.0,0,7,7,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1582,mansaa,0.0,23.0,0,15,15,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1581,dagma,0.0,23.0,0,2,2,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1579,yiiija,0.0,23.0,0,3,3,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1578,malpegueee,0.0,23.0,0,19,19,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1577,jugad,0.0,23.0,0,1,1,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1576,rispoli,0.0,23.0,0,15,15,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1575,malpegarse,0.0,23.0,0,21,21,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1749,atinan,1.0,23.0,1,22,23,1.34217308546e-10,0.0543388926549,2.4461842132,45.0171892301
1750,nicko,1.0,23.0,1,2,3,1.34217308546e-10,0.0543388926549,2.4461842132,45.0171892301
1574,canalejas,0.0,23.0,0,8,8,1.9530875349e-11,0.0543388926549,2.4461842132,45.0171892301
1593,aymara,88.0,0.0,4,0,4,2.01024026209e-11,4.78182255363,0.106355835356,44.9606035966
1691,dls,88.0,1.0,24,1,25,7.06812107778e-11,4.78182255363,0.106355835356,44.9606035966
1628,iacc,86.0,0.0,12,0,12,3.38786898511e-11,4.67314476832,0.106355835356,43.9387716967
198,stylo,6.0,134.0,5,57,62,4.61685591146e-54,0.326033355929,14.2516819378,43.7123431656
1647,xsiempre,85.0,0.0,4,0,4,4.39851637416e-11,4.61880587566,0.106355835356,43.4278557467
1648,broncon,85.0,0.0,56,0,56,4.39851637416e-11,4.61880587566,0.106355835356,43.4278557467
330,tili,340.0,4.0,70,2,72,1.6087875968e-37,18.4752235027,0.425423341426,43.4278557466
790,vm,170.0,2.0,57,2,59,1.40402161591e-19,9.23761175133,0.212711670713,43.4278557465
1669,yúdica,0.0,22.0,0,1,1,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1839,notti,1.0,22.0,1,17,18,3.64009015999e-10,0.0543388926549,2.33982837784,43.0599201331
1663,chotera,0.0,22.0,0,20,20,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1664,damianmescuderoinstagram,0.0,22.0,0,1,1,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1670,uniquisima,0.0,22.0,0,1,1,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1665,auuum,0.0,22.0,0,10,10,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1666,enaaa,0.0,22.0,0,16,16,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1671,díalunes,0.0,22.0,0,1,1,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1667,díamiércoles,0.0,22.0,0,1,1,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1668,viscarra,0.0,22.0,0,2,2,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1840,pichula,1.0,22.0,1,18,19,3.64009015999e-10,0.0543388926549,2.33982837784,43.0599201331
1662,yésica,0.0,22.0,0,4,4,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1672,confir,0.0,22.0,0,13,13,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1661,cotón,0.0,22.0,0,9,9,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
1673,díaviernes,0.0,22.0,0,1,1,5.30878254671e-11,0.0543388926549,2.33982837784,43.0599201331
351,guachi,4.0,88.0,4,41,45,4.65613862281e-36,0.21735557062,9.35931351137,43.059920133
1677,biking,84.0,0.0,2,0,2,5.71101751093e-11,4.56446698301,0.106355835356,42.9169397968
80,mendocinos,15.0,327.0,13,119,132,6.1348948232e-129,0.815083389823,34.7783581616,42.6684663138
1815,azurra,83.0,1.0,1,1,2,2.60758242288e-10,4.51012809035,0.106355835356,42.4060238468
1814,rìo,83.0,1.0,5,1,6,2.60758242288e-10,4.51012809035,0.106355835356,42.4060238468
1699,tejadito,83.0,0.0,54,0,54,7.41564756386e-11,4.51012809035,0.106355835356,42.4060238468
1863,fero,81.0,1.0,26,1,27,4.39754848871e-10,4.40145030504,0.106355835356,41.3841919468
1743,llao,81.0,0.0,26,0,26,1.25056957335e-10,4.40145030504,0.106355835356,41.3841919468
1742,trulaleros,81.0,0.0,2,0,2,1.25056957335e-10,4.40145030504,0.106355835356,41.3841919468
1741,comechingones,81.0,0.0,16,0,16,1.25056957335e-10,4.40145030504,0.106355835356,41.3841919468
1768,brigadistas,0.0,21.0,0,5,5,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1763,landa,0.0,21.0,0,11,11,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1759,legrotaglie,0.0,21.0,0,10,10,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1762,iskraaa,0.0,21.0,0,14,14,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1758,production,0.0,21.0,0,1,1,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1761,iscamen,0.0,21.0,0,9,9,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1760,pandito,0.0,21.0,0,18,18,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1767,bistró,0.0,21.0,0,6,6,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1764,rosquitos,0.0,21.0,0,18,18,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1946,chacaaa,1.0,21.0,1,7,8,9.87962906728e-10,0.0543388926549,2.23347254249,41.1026510362
1765,carlas,0.0,21.0,0,18,18,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
1947,panchaaa,1.0,21.0,1,19,20,9.87962906728e-10,0.0543388926549,2.23347254249,41.1026510362
1948,saplaaa,1.0,21.0,1,12,13,9.87962906728e-10,0.0543388926549,2.23347254249,41.1026510362
1766,correnti,0.0,21.0,0,1,1,1.4443799535e-10,0.0543388926549,2.23347254249,41.1026510362
876,mannnsa,2.0,42.0,2,21,23,5.48772096372e-18,0.10867778531,4.46694508497,41.1026510361
1776,aby,80.0,0.0,9,0,9,1.62417356375e-10,4.34711141239,0.106355835356,40.8732759969
221,vimeo,6.0,125.0,5,3,8,3.08134069063e-50,0.326033355929,13.2944794196,40.7764395202
117,mansos,11.0,228.0,10,133,143,4.50853678307e-90,0.597727819204,24.2491304613,40.5688503734
563,mendocinas,3.0,62.0,3,43,46,9.32732531389e-26,0.163016677965,6.5940617921,40.4502280038
1922,felipa,79.0,1.0,23,1,24,7.41831179119e-10,4.29277251974,0.106355835356,40.362360047
1923,merlooo,79.0,1.0,45,1,46,7.41831179119e-10,4.29277251974,0.106355835356,40.362360047
288,trescientos,5.0,103.0,5,4,9,1.15810312961e-41,0.271694463274,10.9546510417,40.3197433974
910,sauvignon,2.0,41.0,2,10,12,1.47213982455e-17,0.10867778531,4.36058924962,40.1240164877
1944,bap,78.0,1.0,8,1,9,9.63606798986e-10,4.23843362708,0.106355835356,39.851444097
872,bnz,156.0,2.0,44,1,45,5.22323792055e-18,8.47686725416,0.212711670713,39.8514440968
399,secamente,4.0,81.0,4,63,67,4.45357529028e-33,0.21735557062,8.61482266388,39.6346992134
1981,mte,77.0,1.0,4,1,5,1.25177816701e-09,4.18409473443,0.106355835356,39.3405281471
2075,aisha,1.0,20.0,1,3,4,2.68361432218e-09,0.0543388926549,2.12711670713,39.1453819392
2074,quote,1.0,20.0,1,1,2,2.68361432218e-09,0.0543388926549,2.12711670713,39.1453819392
2073,hipocrecias,1.0,20.0,1,1,2,2.68361432218e-09,0.0543388926549,2.12711670713,39.1453819392
1849,píriz,0.0,20.0,0,1,1,3.93386991578e-10,0.0543388926549,2.12711670713,39.1453819392
1850,firpo,0.0,20.0,0,1,1,3.93386991578e-10,0.0543388926549,2.12711670713,39.1453819392
1846,scanner,0.0,20.0,0,15,15,3.93386991578e-10,0.0543388926549,2.12711670713,39.1453819392
1845,ferradas,0.0,20.0,0,2,2,3.93386991578e-10,0.0543388926549,2.12711670713,39.1453819392
1843,puelles,0.0,20.0,0,10,10,3.93386991578e-10,0.0543388926549,2.12711670713,39.1453819392
1847,botellero,0.0,20.0,0,4,4,3.93386991578e-10,0.0543388926549,2.12711670713,39.1453819392
1844,amicana,0.0,20.0,0,7,7,3.93386991578e-10,0.0543388926549,2.12711670713,39.1453819392
1848,aracena,0.0,20.0,0,4,4,3.93386991578e-10,0.0543388926549,2.12711670713,39.1453819392
1851,ox,0.0,20.0,0,11,11,3.93386991578e-10,0.0543388926549,2.12711670713,39.1453819392
935,cldas,2.0,40.0,2,28,30,3.94961702995e-17,0.10867778531,4.25423341426,39.1453819391
1872,criollitos,76.0,0.0,58,0,58,4.62433709944e-10,4.12975584177,0.106355835356,38.8296121971
909,amato,152.0,2.0,35,2,37,1.46871271447e-17,8.25951168354,0.212711670713,38.8296121969
1901,ondara,75.0,0.0,38,0,38,6.00810418078e-10,4.07541694912,0.106355835356,38.3186962472
1902,wasos,75.0,0.0,39,0,39,6.00810418078e-10,4.07541694912,0.106355835356,38.3186962472
1900,bájalo,75.0,0.0,1,0,1,6.00810418078e-10,4.07541694912,0.106355835356,38.3186962472
2041,cursillo,75.0,1.0,51,1,52,2.11292435252e-09,4.07541694912,0.106355835356,38.3186962472
400,tequiero,300.0,4.0,18,4,22,4.64448175713e-33,16.3016677965,0.425423341426,38.318696247
1004,brook,2.0,38.0,2,15,17,2.84391215522e-16,0.10867778531,4.04152174355,37.1881128422
1956,skandalosa,0.0,19.0,0,14,14,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
2185,weón,1.0,19.0,1,4,5,7.29591555443e-09,0.0543388926549,2.02076087177,37.1881128422
2186,bruera,1.0,19.0,1,4,5,7.29591555443e-09,0.0543388926549,2.02076087177,37.1881128422
2184,japish,1.0,19.0,1,8,9,7.29591555443e-09,0.0543388926549,2.02076087177,37.1881128422
2187,rockeando,1.0,19.0,1,8,9,7.29591555443e-09,0.0543388926549,2.02076087177,37.1881128422
2189,canedo,1.0,19.0,1,4,5,7.29591555443e-09,0.0543388926549,2.02076087177,37.1881128422
1958,ańo,0.0,19.0,0,3,3,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1954,díasábado,0.0,19.0,0,1,1,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1959,challao,0.0,19.0,0,14,14,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1955,chuaaa,0.0,19.0,0,14,14,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1957,spoke,0.0,19.0,0,1,1,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
2188,mirdor,1.0,19.0,1,5,6,7.29591555443e-09,0.0543388926549,2.02076087177,37.1881128422
1966,cdelu,0.0,19.0,0,1,1,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1968,trax,0.0,19.0,0,1,1,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1960,malgioglio,0.0,19.0,0,7,7,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1967,rusita,0.0,19.0,0,7,7,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1961,matio,0.0,19.0,0,8,8,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1962,pinty,0.0,19.0,0,1,1,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1963,idiotezzz,0.0,19.0,0,12,12,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1964,mémoli,0.0,19.0,0,3,3,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1965,tiano,0.0,19.0,0,1,1,1.07264258066e-09,0.0543388926549,2.02076087177,37.1881128422
1986,renca,72.0,0.0,33,0,33,1.31830616069e-09,3.91240027115,0.106355835356,36.7859483972
2011,conlara,71.0,0.0,15,0,15,1.71336824689e-09,3.8580613785,0.106355835356,36.2750324473
54,cornejo,22.0,407.0,3,67,70,1.99867273465e-157,1.19545563841,43.2868249901,36.2094782937
1044,mansooo,2.0,37.0,2,23,25,7.6326014121e-16,0.10867778531,3.93516590819,36.2094782937
2051,laboulaye,70.0,0.0,8,0,8,2.22702066743e-09,3.80372248584,0.106355835356,35.7641164973
2199,indu,70.0,1.0,26,1,27,7.83266988201e-09,3.80372248584,0.106355835356,35.7641164973
2048,cira,70.0,0.0,5,0,5,2.22702066743e-09,3.80372248584,0.106355835356,35.7641164973
2049,brai,70.0,0.0,17,0,17,2.22702066743e-09,3.80372248584,0.106355835356,35.7641164973
2050,upc,70.0,0.0,19,0,19,2.22702066743e-09,3.80372248584,0.106355835356,35.7641164973
2081,arroyito,69.0,0.0,31,0,31,2.89492927555e-09,3.74938359319,0.106355835356,35.2532005474
2082,peptalk,69.0,0.0,2,0,2,2.89492927555e-09,3.74938359319,0.106355835356,35.2532005474
2357,rosados,1.0,18.0,1,11,12,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2355,toneles,1.0,18.0,1,11,12,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2353,ganaderia,1.0,18.0,1,11,12,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2360,sommelier,1.0,18.0,1,6,7,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2359,brou,1.0,18.0,1,6,7,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2354,libelula,1.0,18.0,1,1,2,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2358,viewers,1.0,18.0,1,4,5,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2356,vitivinicultura,1.0,18.0,1,11,12,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2351,girarla,1.0,18.0,1,16,17,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2091,malpegando,0.0,18.0,0,17,17,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2093,malpegues,0.0,18.0,0,16,16,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2352,raspaditas,1.0,18.0,1,17,18,1.9854215034e-08,0.0543388926549,1.91440503642,35.2308437453
2083,jarillera,0.0,18.0,0,13,13,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2084,ayovi,0.0,18.0,0,16,16,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2085,torente,0.0,18.0,0,1,1,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2086,barbeito,0.0,18.0,0,12,12,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2087,ninoska,0.0,18.0,0,4,4,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2088,pezo,0.0,18.0,0,8,8,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2089,radiojovenmzafacebook,0.0,18.0,0,1,1,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2090,atinas,0.0,18.0,0,16,16,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
2092,ñora,0.0,18.0,0,14,14,2.92845098023e-09,0.0543388926549,1.91440503642,35.2308437453
1076,viñolo,2.0,36.0,1,12,13,2.04870822216e-15,0.10867778531,3.82881007283,35.2308437452
1075,xlr,2.0,36.0,2,1,3,2.04870822216e-15,0.10867778531,3.82881007283,35.2308437452
1077,caudillos,2.0,36.0,2,15,17,2.04870822216e-15,0.10867778531,3.82881007283,35.2308437452
2114,lbye,68.0,0.0,3,0,3,3.76350907723e-09,3.69504470053,0.106355835356,34.7422845974
2115,vevooo,68.0,0.0,43,0,43,3.76350907723e-09,3.69504470053,0.106355835356,34.7422845974
2116,aymi,68.0,0.0,4,0,4,3.76350907723e-09,3.69504470053,0.106355835356,34.7422845974
2288,enrica,68.0,1.0,31,1,32,1.32371608416e-08,3.69504470053,0.106355835356,34.7422845974
1118,haig,2.0,35.0,2,3,5,5.49970022654e-15,0.10867778531,3.72245423748,34.2522091968
1119,fanti,2.0,35.0,2,25,27,5.49970022654e-15,0.10867778531,3.72245423748,34.2522091968
2333,fitz,67.0,1.0,10,1,11,1.72107824274e-08,3.64070580788,0.106355835356,34.2313686475
2148,sapucay,67.0,0.0,2,0,2,4.89317159277e-09,3.64070580788,0.106355835356,34.2313686475
2331,cart,67.0,1.0,11,1,12,1.72107824274e-08,3.64070580788,0.106355835356,34.2313686475
2332,cesto,67.0,1.0,7,1,8,1.72107824274e-08,3.64070580788,0.106355835356,34.2313686475
2173,bolognani,66.0,0.0,10,0,10,6.3625559124e-09,3.58636691522,0.106355835356,33.7204526975
2382,forja,66.0,1.0,30,1,31,2.23794887789e-08,3.58636691522,0.106355835356,33.7204526975
1088,amanezcas,132.0,2.0,1,2,3,2.59402357303e-15,7.17273383044,0.212711670713,33.7204526973
2522,parametros,1.0,17.0,1,3,4,5.40849213144e-08,0.0543388926549,1.80804920106,33.2735746483
2521,filarmónica,1.0,17.0,1,10,11,5.40849213144e-08,0.0543388926549,1.80804920106,33.2735746483
2520,piré,1.0,17.0,1,13,14,5.40849213144e-08,0.0543388926549,1.80804920106,33.2735746483
2220,enólogo,0.0,17.0,0,8,8,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2203,lapreviaelectronica,0.0,17.0,0,1,1,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2217,aumm,0.0,17.0,0,10,10,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2207,bodegueros,0.0,17.0,0,8,8,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2210,hlh,0.0,17.0,0,12,12,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2204,soemga,0.0,17.0,0,5,5,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2211,sommeliers,0.0,17.0,0,4,4,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2212,imazio,0.0,17.0,0,1,1,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2213,dubrowsky,0.0,17.0,0,3,3,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2206,cochicó,0.0,17.0,0,6,6,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2208,pacos,0.0,17.0,0,13,13,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2214,sagasti,0.0,17.0,0,6,6,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2215,cuchinini,0.0,17.0,0,2,2,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2216,entrenada,0.0,17.0,0,4,4,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2209,herbario,0.0,17.0,0,9,9,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2222,jhejhe,0.0,17.0,0,3,3,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2223,descubriendovendimia,0.0,17.0,0,1,1,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2218,subscribers,0.0,17.0,0,1,1,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2205,ciurca,0.0,17.0,0,9,9,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2219,foroalfa,0.0,17.0,0,1,1,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
2221,millán,0.0,17.0,0,4,4,8.00623998758e-09,0.0543388926549,1.80804920106,33.2735746483
725,chupapijas,3.0,51.0,3,30,33,4.60910708347e-21,0.163016677965,5.42414760318,33.2735746483
1164,manzo,2.0,34.0,2,8,10,1.47655416306e-14,0.10867778531,3.61609840212,33.2735746483
2225,oltra,65.0,0.0,2,0,2,8.27404234701e-09,3.53202802257,0.106355835356,33.2095367475
9,mansa,93.0,1576.0,56,409,465,0.0,5.0535170169,167.616796522,33.1683451271
232,quedarla,450.0,7.0,165,5,170,3.33427503223e-48,24.4525016947,0.744490847495,32.8445967831
231,ascienda,450.0,7.0,14,7,21,3.33427503223e-48,24.4525016947,0.744490847495,32.8445967831
525,mañoso,4.0,66.0,3,46,49,1.08003777077e-26,0.21735557062,7.01948513353,32.2949400998
2504,mercedino,63.0,1.0,5,1,6,4.9235059654e-08,3.42335023726,0.106355835356,32.1877048476
2505,cóndores,63.0,1.0,17,1,18,4.9235059654e-08,3.42335023726,0.106355835356,32.1877048476
2296,morteros,63.0,0.0,15,0,15,1.39968483958e-08,3.42335023726,0.106355835356,32.1877048476
378,vdd,315.0,5.0,118,3,121,3.2773628055e-34,17.1167511863,0.531779176782,32.1877048475
405,tla,5.0,82.0,3,1,4,9.75361739298e-33,0.271694463274,8.72117849923,32.0992131902
1168,criollos,125.0,2.0,80,2,82,1.58986630047e-14,6.79236158186,0.212711670713,31.9322468725
104,malbec,16.0,259.0,15,55,70,2.19375342999e-99,0.869422282478,27.5461613573,31.683293507
415,igualan,5.0,80.0,4,8,12,6.89574753602e-32,0.271694463274,8.50846682852,31.3163055514
1267,pire,2.0,32.0,2,27,29,1.06469104624e-13,0.10867778531,3.40338673141,31.3163055513
2710,daher,1.0,16.0,1,4,5,1.47500222373e-07,0.0543388926549,1.7016933657,31.3163055513
2711,dslr,1.0,16.0,1,1,2,1.47500222373e-07,0.0543388926549,1.7016933657,31.3163055513
2712,secamentes,1.0,16.0,1,16,17,1.47500222373e-07,0.0543388926549,1.7016933657,31.3163055513
2709,guachitas,1.0,16.0,1,14,15,1.47500222373e-07,0.0543388926549,1.7016933657,31.3163055513
2708,ramsés,1.0,16.0,1,6,7,1.47500222373e-07,0.0543388926549,1.7016933657,31.3163055513
2707,beato,1.0,16.0,1,2,3,1.47500222373e-07,0.0543388926549,1.7016933657,31.3163055513
2715,chizo,1.0,16.0,1,9,10,1.47500222373e-07,0.0543388926549,1.7016933657,31.3163055513
2713,ideota,1.0,16.0,1,2,3,1.47500222373e-07,0.0543388926549,1.7016933657,31.3163055513
2375,reformer,0.0,16.0,0,1,1,2.19228597493e-08,0.0543388926549,1.7016933657,31.3163055513
2714,llaver,1.0,16.0,1,9,10,1.47500222373e-07,0.0543388926549,1.7016933657,31.3163055513
2368,embriones,0.0,16.0,0,4,4,2.19228597493e-08,0.0543388926549,1.7016933657,31.3163055513
2369,guajardo,0.0,16.0,0,8,8,2.19228597493e-08,0.0543388926549,1.7016933657,31.3163055513
2370,vendimiales,0.0,16.0,0,10,10,2.19228597493e-08,0.0543388926549,1.7016933657,31.3163055513
2371,tombina,0.0,16.0,0,12,12,2.19228597493e-08,0.0543388926549,1.7016933657,31.3163055513
2372,pilateras,0.0,16.0,0,1,1,2.19228597493e-08,0.0543388926549,1.7016933657,31.3163055513
2374,choly,0.0,16.0,0,4,4,2.19228597493e-08,0.0543388926549,1.7016933657,31.3163055513
2373,orh,0.0,16.0,0,4,4,2.19228597493e-08,0.0543388926549,1.7016933657,31.3163055513
2376,calvente,0.0,16.0,0,8,8,2.19228597493e-08,0.0543388926549,1.7016933657,31.3163055513
