,Palabra,cant central,cant guaranitica,Total central,Total guaranitica,Total central guaranitica,Pvalue,fnorm central,fnorm guaranitica,maxdif
2244,raraso,39.0,1.0,33,1,34,3.20906873903e-15,2.11921681354,0.0322502516326,65.711636538
2243,carib,39.0,1.0,6,1,7,3.20906873903e-15,2.11921681354,0.0322502516326,65.711636538
1017,manejala,78.0,2.0,61,2,63,7.36163975314e-29,4.23843362708,0.0645005032652,65.711636538
1034,mte,77.0,2.0,4,2,6,1.71860289275e-28,4.18409473443,0.0645005032652,64.8691796594
2133,pirane,0.0,109.0,0,44,44,8.75749649215e-16,0.0543388926549,3.51527742795,64.6917383885
265,cuidese,230.0,6.0,7,5,12,1.33901432709e-81,12.4979453106,0.193501509796,64.5883606995
453,chomaso,153.0,4.0,72,3,75,6.82312212499e-55,8.3138505762,0.12900100653,64.4479512202
2268,paye,1.0,108.0,1,85,86,4.32932313533e-15,0.0543388926549,3.48302717632,64.0982362015
2148,gurisada,0.0,108.0,0,72,72,1.18359046493e-15,0.0543388926549,3.48302717632,64.0982362015
2310,trulalá,38.0,1.0,2,1,3,7.54115881736e-15,2.06487792089,0.0322502516326,64.0267227808
2156,reagruparnos,38.0,0.0,1,0,1,1.22739908652e-15,2.06487792089,0.0322502516326,64.0267227808
2154,cpc,38.0,0.0,19,0,19,1.22739908652e-15,2.06487792089,0.0322502516326,64.0267227808
2153,emb,38.0,0.0,25,0,25,1.22739908652e-15,2.06487792089,0.0322502516326,64.0267227808
2155,sobremonte,38.0,0.0,14,0,14,1.22739908652e-15,2.06487792089,0.0322502516326,64.0267227808
2157,lbc,38.0,0.0,26,0,26,1.22739908652e-15,2.06487792089,0.0322502516326,64.0267227808
1049,hartantes,76.0,2.0,65,2,67,4.01236966233e-28,4.12975584177,0.0645005032652,64.0267227806
2180,refsa,0.0,107.0,0,65,65,1.59970724755e-15,0.0543388926549,3.45077692469,63.5047340145
2179,piche,0.0,107.0,0,89,89,1.59970724755e-15,0.0543388926549,3.45077692469,63.5047340145
2198,bradleycan,0.0,106.0,0,1,1,2.16220793552e-15,0.0543388926549,3.41852667305,62.9112318273
2197,nem,0.0,106.0,0,34,34,2.16220793552e-15,0.0543388926549,3.41852667305,62.9112318273
2316,farra,1.0,106.0,1,62,63,7.90886971988e-15,0.0543388926549,3.41852667305,62.9112318273
2317,escucharle,1.0,106.0,1,87,88,7.90886971988e-15,0.0543388926549,3.41852667305,62.9112318273
146,ocote,370.0,10.0,179,8,187,7.93102986401e-130,20.1053902823,0.322502516326,62.3418090232
2388,desafinados,37.0,1.0,1,1,2,1.77265224809e-14,2.01053902823,0.0322502516326,62.3418090232
2226,totoral,37.0,0.0,8,0,8,2.88722991204e-15,2.01053902823,0.0322502516326,62.3418090232
2228,bujan,37.0,0.0,18,0,18,2.88722991204e-15,2.01053902823,0.0322502516326,62.3418090232
2229,diaso,37.0,0.0,27,0,27,2.88722991204e-15,2.01053902823,0.0322502516326,62.3418090232
2230,aabn,37.0,0.0,1,0,1,2.88722991204e-15,2.01053902823,0.0322502516326,62.3418090232
2231,gustfront,37.0,0.0,1,0,1,2.88722991204e-15,2.01053902823,0.0322502516326,62.3418090232
2227,merlenses,37.0,0.0,5,0,5,2.88722991204e-15,2.01053902823,0.0322502516326,62.3418090232
2389,tiliii,37.0,1.0,17,1,18,1.77265224809e-14,2.01053902823,0.0322502516326,62.3418090232
2338,rovira,1.0,105.0,1,32,33,1.06902716666e-14,0.0543388926549,3.38627642142,62.3177296403
2233,capymef,0.0,105.0,0,4,4,2.92262181305e-15,0.0543388926549,3.38627642142,62.3177296403
2339,ish,1.0,105.0,1,68,69,1.06902716666e-14,0.0543388926549,3.38627642142,62.3177296403
62,culiada,770.0,21.0,326,19,345,8.24219600551e-268,41.8409473443,0.677255284284,61.7801711042
2261,alpp,0.0,104.0,0,54,54,3.95062988649e-15,0.0543388926549,3.35402616979,61.7242274533
276,qt,6.0,619.0,5,137,142,1.50267711235e-78,0.326033355929,19.9629057606,61.2296422975
2284,mpl,0.0,103.0,0,18,18,5.34046380807e-15,0.0543388926549,3.32177591816,61.1307252663
2283,pirané,0.0,103.0,0,33,33,5.34046380807e-15,0.0543388926549,3.32177591816,61.1307252663
483,epec,145.0,4.0,76,3,79,5.86346600976e-52,7.87913943496,0.12900100653,61.0781237054
2305,pungo,36.0,0.0,12,0,12,6.79401465323e-15,1.95620013558,0.0322502516326,60.656895266
2474,cadetas,36.0,1.0,3,1,4,4.16813418176e-14,1.95620013558,0.0322502516326,60.656895266
2475,myb,36.0,1.0,1,1,2,4.16813418176e-14,1.95620013558,0.0322502516326,60.656895266
2303,cerino,36.0,0.0,8,0,8,6.79401465323e-15,1.95620013558,0.0322502516326,60.656895266
2304,microclima,36.0,0.0,11,0,11,6.79401465323e-15,1.95620013558,0.0322502516326,60.656895266
666,discotheque,108.0,3.0,7,3,10,3.91986180217e-39,5.86860040673,0.0967507548978,60.6568952659
1129,renca,72.0,2.0,33,1,34,1.19277053565e-26,3.91240027115,0.0645005032652,60.6568952658
1130,bagna,72.0,2.0,56,1,57,1.19277053565e-26,3.91240027115,0.0645005032652,60.6568952658
2308,vao,0.0,102.0,0,77,77,7.21956239594e-15,0.0543388926549,3.28952566652,60.5372230791
1112,encarnación,2.0,203.0,2,56,58,6.50429688557e-27,0.10867778531,6.54680108142,60.2404719856
2455,mantilla,1.0,101.0,1,20,21,3.57005371435e-14,0.0543388926549,3.25727541489,59.9437208921
2357,passalacqua,0.0,100.0,0,32,32,1.31957462813e-14,0.0543388926549,3.22502516326,59.3502187051
2355,epú,0.0,100.0,0,1,1,1.31957462813e-14,0.0543388926549,3.22502516326,59.3502187051
2356,vialey,0.0,100.0,0,15,15,1.31957462813e-14,0.0543388926549,3.22502516326,59.3502187051
494,teress,4.0,398.0,4,217,221,4.41666494254e-51,0.21735557062,12.8356001498,59.0534676116
2383,jety,35.0,0.0,10,0,10,1.59929770922e-14,1.90186124292,0.0322502516326,58.9719815084
2382,trex,35.0,0.0,1,0,1,1.59929770922e-14,1.90186124292,0.0322502516326,58.9719815084
2381,gorriao,35.0,0.0,13,0,13,1.59929770922e-14,1.90186124292,0.0322502516326,58.9719815084
1172,choros,70.0,2.0,58,2,60,6.50571480481e-26,3.80372248584,0.0645005032652,58.9719815084
2380,pritiau,35.0,0.0,27,0,27,1.59929770922e-14,1.90186124292,0.0322502516326,58.9719815084
2379,culeaaa,35.0,0.0,23,0,23,1.59929770922e-14,1.90186124292,0.0322502516326,58.9719815084
2574,trole,35.0,1.0,20,1,21,9.80390964637e-14,1.90186124292,0.0322502516326,58.9719815084
2573,teja,35.0,1.0,19,1,20,9.80390964637e-14,1.90186124292,0.0322502516326,58.9719815084
2377,murguiondo,35.0,0.0,1,0,1,1.59929770922e-14,1.90186124292,0.0322502516326,58.9719815084
2572,culiadoo,35.0,1.0,28,1,29,9.80390964637e-14,1.90186124292,0.0322502516326,58.9719815084
2378,molle,35.0,0.0,9,0,9,1.59929770922e-14,1.90186124292,0.0322502516326,58.9719815084
2571,tucum,35.0,1.0,3,1,4,9.80390964637e-14,1.90186124292,0.0322502516326,58.9719815084
2384,uepc,35.0,0.0,11,0,11,1.59929770922e-14,1.90186124292,0.0322502516326,58.9719815084
2376,jajajajajajjajajaaajajajajajjajj,35.0,0.0,1,0,1,1.59929770922e-14,1.90186124292,0.0322502516326,58.9719815084
2395,cocheria,0.0,99.0,0,4,4,1.78412760014e-14,0.0543388926549,3.19277491163,58.7567165181
2392,cuchale,0.0,99.0,0,77,77,1.78412760014e-14,0.0543388926549,3.19277491163,58.7567165181
2516,decimonovena,1.0,99.0,1,3,4,6.52583514616e-14,0.0543388926549,3.19277491163,58.7567165181
2394,greenland,0.0,99.0,0,36,36,1.78412760014e-14,0.0543388926549,3.19277491163,58.7567165181
2393,oita,0.0,99.0,0,75,75,1.78412760014e-14,0.0543388926549,3.19277491163,58.7567165181
2425,tj,0.0,98.0,0,64,64,2.41234087402e-14,0.0543388926549,3.16052465999,58.1632143309
722,riel,103.0,3.0,31,3,34,2.69092414855e-37,5.59690594345,0.0967507548978,57.8487056702
723,culiaa,103.0,3.0,63,3,66,2.69092414855e-37,5.59690594345,0.0967507548978,57.8487056702
2445,sigrid,0.0,97.0,0,1,1,3.26191516857e-14,0.0543388926549,3.12827440836,57.5697121439
2446,contte,0.0,97.0,0,12,12,3.26191516857e-14,0.0543388926549,3.12827440836,57.5697121439
2447,masiado,0.0,97.0,0,62,62,3.26191516857e-14,0.0543388926549,3.12827440836,57.5697121439
2655,milenium,34.0,1.0,4,1,5,2.30676672353e-13,1.84752235027,0.0322502516326,57.2870677512
2461,mercedina,34.0,0.0,3,0,3,3.76615990463e-14,1.84752235027,0.0322502516326,57.2870677512
2462,comunio,34.0,0.0,5,0,5,3.76615990463e-14,1.84752235027,0.0322502516326,57.2870677512
2657,culiadasa,34.0,1.0,26,1,27,2.30676672353e-13,1.84752235027,0.0322502516326,57.2870677512
2658,llegate,34.0,1.0,21,1,22,2.30676672353e-13,1.84752235027,0.0322502516326,57.2870677512
2463,belmez,34.0,0.0,2,0,2,3.76615990463e-14,1.84752235027,0.0322502516326,57.2870677512
2460,sueñason,34.0,0.0,27,0,27,3.76615990463e-14,1.84752235027,0.0322502516326,57.2870677512
2656,mestiza,34.0,1.0,4,1,5,2.30676672353e-13,1.84752235027,0.0322502516326,57.2870677512
2464,alesandri,34.0,0.0,4,0,4,3.76615990463e-14,1.84752235027,0.0322502516326,57.2870677512
2465,tfsl,34.0,0.0,1,0,1,3.76615990463e-14,1.84752235027,0.0322502516326,57.2870677512
2481,ampynar,0.0,96.0,0,5,5,4.41091104349e-14,0.0543388926549,3.09602415673,56.9762099569
2482,randomlocke,0.0,96.0,0,1,1,4.41091104349e-14,0.0543388926549,3.09602415673,56.9762099569
161,nae,10.0,957.0,3,328,331,5.39070398684e-120,0.543388926549,30.8634908124,56.7981593008
2509,curuzú,0.0,95.0,0,37,37,5.96493927001e-14,0.0543388926549,3.0637739051,56.3827077699
2510,corrientesss,0.0,95.0,0,71,71,5.96493927001e-14,0.0543388926549,3.0637739051,56.3827077699
133,hartante,399.0,12.0,208,11,219,6.21213869886e-139,21.6812181693,0.387003019591,56.0233824331
2538,breñenses,0.0,94.0,0,11,11,8.06689301522e-14,0.0543388926549,3.03152365346,55.7892055827
2537,oq,0.0,94.0,0,44,44,8.06689301522e-14,0.0543388926549,3.03152365346,55.7892055827
2536,crotera,0.0,94.0,0,83,83,8.06689301522e-14,0.0543388926549,3.03152365346,55.7892055827
2550,sucht,33.0,0.0,15,0,15,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2557,fole,33.0,0.0,8,0,8,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2553,cvemo,33.0,0.0,12,0,12,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2552,clavadon,33.0,0.0,29,0,29,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2547,vadenuevo,33.0,0.0,2,0,2,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2548,azcurra,33.0,0.0,5,0,5,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2554,lasallano,33.0,0.0,3,0,3,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2549,qliaaa,33.0,0.0,17,0,17,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2558,gironi,33.0,0.0,4,0,4,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2551,quillinzo,33.0,0.0,14,0,14,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2555,hjmerlo,33.0,0.0,1,0,1,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2556,illo,33.0,0.0,6,0,6,8.87246820586e-14,1.79318345761,0.0322502516326,55.6021539937
2747,klu,33.0,1.0,9,1,10,5.42953600334e-13,1.79318345761,0.0322502516326,55.6021539937
2585,유,0.0,93.0,0,3,3,1.0910121312e-13,0.0543388926549,2.99927340183,55.1957033957
2584,orante,0.0,93.0,0,2,2,1.0910121312e-13,0.0543388926549,2.99927340183,55.1957033957
2708,formosaaa,1.0,93.0,1,61,62,3.99054319959e-13,0.0543388926549,2.99927340183,55.1957033957
150,waso,360.0,11.0,110,9,119,2.02942767589e-125,19.5620013558,0.354752767958,55.1426320601
527,musicas,4.0,369.0,4,256,260,2.49316999389e-47,0.21735557062,11.9003428524,54.7505767552
2605,confir,0.0,92.0,0,46,46,1.47562619428e-13,0.0543388926549,2.9670231502,54.6022012087
2746,conchh,1.0,92.0,1,41,42,5.39730904969e-13,0.0543388926549,2.9670231502,54.6022012087
2772,mburucuyá,1.0,91.0,1,26,27,7.30039701053e-13,0.0543388926549,2.93477289857,54.0086990217
2630,jia,0.0,91.0,0,46,46,1.99593835531e-13,0.0543388926549,2.93477289857,54.0086990217
2642,brisia,32.0,0.0,4,0,4,2.0911102008e-13,1.73884456496,0.0322502516326,53.9172402364
2638,gerlind,32.0,0.0,19,0,19,2.0911102008e-13,1.73884456496,0.0322502516326,53.9172402364
2639,mendiolaza,32.0,0.0,11,0,11,2.0911102008e-13,1.73884456496,0.0322502516326,53.9172402364
2636,antoane,32.0,0.0,1,0,1,2.0911102008e-13,1.73884456496,0.0322502516326,53.9172402364
2641,florin,32.0,0.0,6,0,6,2.0911102008e-13,1.73884456496,0.0322502516326,53.9172402364
2640,egresar,32.0,0.0,24,0,24,2.0911102008e-13,1.73884456496,0.0322502516326,53.9172402364
2637,sheikkk,32.0,0.0,18,0,18,2.0911102008e-13,1.73884456496,0.0322502516326,53.9172402364
2673,payé,0.0,90.0,0,68,68,2.6998671674e-13,0.0543388926549,2.90252264693,53.4151968345
2672,entoe,0.0,90.0,0,28,28,2.6998671674e-13,0.0543388926549,2.90252264693,53.4151968345
2808,abracitos,1.0,90.0,1,3,4,9.87506819356e-13,0.0543388926549,2.90252264693,53.4151968345
1312,gancedo,2.0,179.0,2,28,30,8.54987403034e-24,0.10867778531,5.77279504223,53.1184457409
1341,cóndores,63.0,2.0,17,2,19,2.47058761437e-23,3.42335023726,0.0645005032652,53.0747833577
2702,aaala,0.0,89.0,0,60,60,3.65226858077e-13,0.0543388926549,2.8702723953,52.8216946475
2701,mbore,0.0,89.0,0,46,46,3.65226858077e-13,0.0543388926549,2.8702723953,52.8216946475
2842,encarnacion,1.0,89.0,1,25,26,1.33585305427e-12,0.0543388926549,2.8702723953,52.8216946475
821,fback,94.0,3.0,5,3,8,5.44972398982e-34,5.10785590956,0.0967507548978,52.7939643981
42,formosa,85.0,7495.0,50,842,892,0.0,4.61880587566,241.715635986,52.3329281405
829,trulala,93.0,3.0,8,3,11,1.27000202493e-33,5.0535170169,0.0967507548978,52.2323264789
2735,twitosfera,31.0,0.0,1,0,1,4.93068944986e-13,1.6845056723,0.0322502516326,52.2323264789
2731,mirandés,31.0,0.0,1,0,1,4.93068944986e-13,1.6845056723,0.0322502516326,52.2323264789
2732,cmj,31.0,0.0,14,0,14,4.93068944986e-13,1.6845056723,0.0322502516326,52.2323264789
2733,ricaso,31.0,0.0,28,0,28,4.93068944986e-13,1.6845056723,0.0322502516326,52.2323264789
2729,lapana,31.0,0.0,23,0,23,4.93068944986e-13,1.6845056723,0.0322502516326,52.2323264789
2942,loana,31.0,1.0,11,1,12,3.011477888e-12,1.6845056723,0.0322502516326,52.2323264789
2734,gepu,31.0,0.0,10,0,10,4.93068944986e-13,1.6845056723,0.0322502516326,52.2323264789
2728,cortaderas,31.0,0.0,19,0,19,4.93068944986e-13,1.6845056723,0.0322502516326,52.2323264789
2730,wuaso,31.0,0.0,9,0,9,4.93068944986e-13,1.6845056723,0.0322502516326,52.2323264789
2738,warframe,0.0,88.0,0,4,4,4.94092886027e-13,0.0543388926549,2.83802214367,52.2281924605
2876,xxxvi,1.0,88.0,1,5,6,1.80718567674e-12,0.0543388926549,2.83802214367,52.2281924605
2736,angá,0.0,88.0,0,50,50,4.94092886027e-13,0.0543388926549,2.83802214367,52.2281924605
2737,ndeee,0.0,88.0,0,58,58,4.94092886027e-13,0.0543388926549,2.83802214367,52.2281924605
2877,recepciones,1.0,88.0,1,61,62,1.80718567674e-12,0.0543388926549,2.83802214367,52.2281924605
1347,teree,2.0,175.0,2,89,91,2.83180506618e-23,0.10867778531,5.6437940357,51.9314413668
2763,brch,0.0,87.0,0,30,30,6.68468035032e-13,0.0543388926549,2.80577189204,51.6346902735
2762,naeee,0.0,87.0,0,52,52,6.68468035032e-13,0.0543388926549,2.80577189204,51.6346902735
2910,chhh,1.0,87.0,1,65,66,2.44496659421e-12,0.0543388926549,2.80577189204,51.6346902735
285,correntinos,7.0,605.0,5,212,217,3.39023362212e-76,0.380372248584,19.5114022377,51.2955461665
2799,tropicalred,0.0,86.0,0,2,2,9.04439298098e-13,0.0543388926549,2.7735216404,51.0411880863
2798,zezé,0.0,86.0,0,16,16,9.04439298098e-13,0.0543388926549,2.7735216404,51.0411880863
3062,frankito,30.0,1.0,14,1,15,7.09670809913e-12,1.63016677965,0.0322502516326,50.5474127216
2825,cromaron,30.0,0.0,21,0,21,1.16318615403e-12,1.63016677965,0.0322502516326,50.5474127216
3061,zal,30.0,1.0,2,1,3,7.09670809913e-12,1.63016677965,0.0322502516326,50.5474127216
2823,duplessis,30.0,0.0,1,0,1,1.16318615403e-12,1.63016677965,0.0322502516326,50.5474127216
2822,paicor,30.0,0.0,12,0,12,1.16318615403e-12,1.63016677965,0.0322502516326,50.5474127216
2821,ascaso,30.0,0.0,21,0,21,1.16318615403e-12,1.63016677965,0.0322502516326,50.5474127216
2820,luquie,30.0,0.0,20,0,20,1.16318615403e-12,1.63016677965,0.0322502516326,50.5474127216
3064,peirone,30.0,1.0,11,1,12,7.09670809913e-12,1.63016677965,0.0322502516326,50.5474127216
3063,davinci,30.0,1.0,3,1,4,7.09670809913e-12,1.63016677965,0.0322502516326,50.5474127216
2824,mellado,30.0,0.0,2,0,2,1.16318615403e-12,1.63016677965,0.0322502516326,50.5474127216
116,ascienda,450.0,15.0,14,13,27,2.42835797376e-155,24.4525016947,0.483753774489,50.5474127215
2986,altosremix,1.0,85.0,1,5,6,4.47603813573e-12,0.0543388926549,2.74127138877,50.4476858993
2829,jeí,0.0,85.0,0,35,35,1.22378617921e-12,0.0543388926549,2.74127138877,50.4476858993
2830,unaf,0.0,85.0,0,36,36,1.22378617921e-12,0.0543388926549,2.74127138877,50.4476858993
2828,posadasss,0.0,85.0,0,57,57,1.22378617921e-12,0.0543388926549,2.74127138877,50.4476858993
28,posadas,54.0,4565.0,24,722,746,0.0,2.93430020336,147.222398703,50.1729163684
57,almafuerte,832.0,28.0,197,20,217,3.08733876271e-285,45.2099586889,0.903007045712,50.0660087909
2862,tajy,0.0,84.0,0,7,7,1.65599732361e-12,0.0543388926549,2.70902113714,49.8541837123
1416,compensatorio,2.0,168.0,2,20,22,2.3040133525e-22,0.10867778531,5.41804227427,49.8541837121
2899,funebres,0.0,83.0,0,1,1,2.24100244842e-12,0.0543388926549,2.6767708855,49.2606815251
2900,batis,0.0,83.0,0,66,66,2.24100244842e-12,0.0543388926549,2.6767708855,49.2606815251
2897,capiovi,0.0,83.0,0,30,30,2.24100244842e-12,0.0543388926549,2.6767708855,49.2606815251
3084,misioneras,1.0,83.0,1,37,38,8.19645617195e-12,0.0543388926549,2.6767708855,49.2606815251
2898,safrán,0.0,83.0,0,12,12,2.24100244842e-12,0.0543388926549,2.6767708855,49.2606815251
3083,porá,1.0,83.0,1,56,57,8.19645617195e-12,0.0543388926549,2.6767708855,49.2606815251
3082,caeza,1.0,83.0,1,58,59,8.19645617195e-12,0.0543388926549,2.6767708855,49.2606815251
2935,berardi,29.0,0.0,1,0,1,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2933,brodal,29.0,0.0,6,0,6,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
3203,lindaso,29.0,1.0,14,1,15,1.67312246378e-11,1.57582788699,0.0322502516326,48.8624989641
2931,buñuel,29.0,0.0,3,0,3,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2930,kccc,29.0,0.0,13,0,13,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2929,mercedinos,29.0,0.0,4,0,4,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2934,abrt,29.0,0.0,3,0,3,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2923,albiazul,29.0,0.0,17,0,17,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2925,apad,29.0,0.0,1,0,1,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2924,moquero,29.0,0.0,23,0,23,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2928,infomerlo,29.0,0.0,7,0,7,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
3206,santiaaago,29.0,1.0,1,1,2,1.67312246378e-11,1.57582788699,0.0322502516326,48.8624989641
2932,vilchez,29.0,0.0,18,0,18,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2927,meed,29.0,0.0,18,0,18,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
3205,hartamos,29.0,1.0,19,1,20,1.67312246378e-11,1.57582788699,0.0322502516326,48.8624989641
3204,hartado,29.0,1.0,23,1,24,1.67312246378e-11,1.57582788699,0.0322502516326,48.8624989641
2926,viajaso,29.0,0.0,20,0,20,2.74546217429e-12,1.57582788699,0.0322502516326,48.8624989641
2946,cartes,0.0,82.0,0,28,28,3.03287363734e-12,0.0543388926549,2.64452063387,48.6671793381
2944,awo,0.0,82.0,0,6,6,3.03287363734e-12,0.0543388926549,2.64452063387,48.6671793381
2945,né,0.0,82.0,0,17,17,3.03287363734e-12,0.0543388926549,2.64452063387,48.6671793381
488,nde,5.0,407.0,5,127,132,1.06236053786e-51,0.271694463274,13.1258524145,48.3110780261
922,iacc,86.0,3.0,12,2,14,4.743146201e-31,4.67314476832,0.0967507548978,48.300861045
191,vdd,315.0,11.0,118,5,123,5.76846189484e-109,17.1167511863,0.354752767958,48.2498030525
3164,assim,1.0,81.0,1,40,41,1.5013266389e-11,0.0543388926549,2.61227038224,48.0736771511
2976,nossa,0.0,81.0,0,30,30,4.10484043889e-12,0.0543388926549,2.61227038224,48.0736771511
2975,eep,0.0,81.0,0,8,8,4.10484043889e-12,0.0543388926549,2.61227038224,48.0736771511
1520,caju,57.0,2.0,11,2,13,4.02790347536e-21,3.09731688133,0.0645005032652,48.0200420855
3242,aseguradora,1.0,80.0,1,3,4,2.03210074523e-11,0.0543388926549,2.58002013061,47.4801749641
3024,aisss,0.0,80.0,0,53,53,5.55608578439e-12,0.0543388926549,2.58002013061,47.4801749641
3023,okulovich,0.0,80.0,0,19,19,5.55608578439e-12,0.0543388926549,2.58002013061,47.4801749641
3022,mentecato,0.0,80.0,0,40,40,5.55608578439e-12,0.0543388926549,2.58002013061,47.4801749641
3025,angaa,0.0,80.0,0,64,64,5.55608578439e-12,0.0543388926549,2.58002013061,47.4801749641
3044,pejo,28.0,0.0,22,0,22,6.48368045488e-12,1.52148899434,0.0322502516326,47.1775852069
3342,artaron,28.0,1.0,24,1,25,3.94642663566e-11,1.52148899434,0.0322502516326,47.1775852069
3343,siche,28.0,1.0,14,1,15,3.94642663566e-11,1.52148899434,0.0322502516326,47.1775852069
3346,antirrabica,28.0,1.0,4,1,5,3.94642663566e-11,1.52148899434,0.0322502516326,47.1775852069
3048,villamercedino,28.0,0.0,1,0,1,6.48368045488e-12,1.52148899434,0.0322502516326,47.1775852069
3045,othacehé,28.0,0.0,14,0,14,6.48368045488e-12,1.52148899434,0.0322502516326,47.1775852069
3046,durmai,28.0,0.0,12,0,12,6.48368045488e-12,1.52148899434,0.0322502516326,47.1775852069
3047,friason,28.0,0.0,23,0,23,6.48368045488e-12,1.52148899434,0.0322502516326,47.1775852069
