,Palabra,cant cuyo,cant guaranitica,Total cuyo,Total guaranitica,Total cuyo guaranitica,Pvalue,fnorm cuyo,fnorm guaranitica,maxdif
1452,ctos,26.0,1.0,16,1,17,2.69012922045e-19,2.76525171927,0.0322502516326,85.7435703378
10,tere,22.0,6177.0,14,1228,1242,0.0,2.33982837784,199.209804334,85.138639321
1392,sapucay,0.0,278.0,0,118,118,4.2544947889e-20,0.106355835356,8.96556995386,84.297865969
684,chupapijas,51.0,2.0,30,2,32,3.06914936331e-36,5.42414760318,0.0645005032652,84.0946555235
685,imperiale,51.0,2.0,5,2,7,3.06914936331e-36,5.42414760318,0.0645005032652,84.0946555235
1401,tereee,0.0,277.0,0,170,170,4.95974488252e-20,0.106355835356,8.93331970223,83.9946362353
1417,reviro,0.0,273.0,0,170,170,9.16076890235e-20,0.106355835356,8.8043186957,82.7817173005
1423,rcia,0.0,272.0,0,76,76,1.06796489641e-19,0.106355835356,8.77206844406,82.4784875667
1426,tieppo,25.0,0.0,13,0,13,1.08608270813e-19,2.65889588391,0.0322502516326,82.4457407093
1430,bowense,25.0,0.0,16,0,16,1.08608270813e-19,2.65889588391,0.0322502516326,82.4457407093
1429,mansur,25.0,0.0,11,0,11,1.08608270813e-19,2.65889588391,0.0322502516326,82.4457407093
1432,celadores,25.0,0.0,14,0,14,1.08608270813e-19,2.65889588391,0.0322502516326,82.4457407093
1428,prats,25.0,0.0,7,0,7,1.08608270813e-19,2.65889588391,0.0322502516326,82.4457407093
1427,carrodilla,25.0,0.0,17,0,17,1.08608270813e-19,2.65889588391,0.0322502516326,82.4457407093
1516,idioto,25.0,1.0,5,1,6,1.4222749458e-18,2.65889588391,0.0322502516326,82.4457407093
1425,atinemos,25.0,0.0,16,0,16,1.08608270813e-19,2.65889588391,0.0322502516326,82.4457407093
1424,chocolateporlanoticiamendoza,25.0,0.0,1,0,1,1.08608270813e-19,2.65889588391,0.0322502516326,82.4457407093
1431,pailon,25.0,0.0,14,0,14,1.08608270813e-19,2.65889588391,0.0322502516326,82.4457407093
143,joyaaa,198.0,8.0,126,5,131,3.48159452312e-135,21.0584554006,0.258002013061,81.6212833022
1482,maaanso,24.0,0.0,20,0,20,5.76282920388e-19,2.55254004856,0.0322502516326,79.1479110811
1590,cupa,24.0,1.0,4,1,5,7.52363923526e-18,2.55254004856,0.0322502516326,79.1479110811
1481,cochico,24.0,0.0,5,0,5,5.76282920388e-19,2.55254004856,0.0322502516326,79.1479110811
1480,sanraaa,24.0,0.0,19,0,19,5.76282920388e-19,2.55254004856,0.0322502516326,79.1479110811
1488,díajueves,24.0,0.0,1,0,1,5.76282920388e-19,2.55254004856,0.0322502516326,79.1479110811
1592,cumpi,24.0,1.0,12,1,13,7.52363923526e-18,2.55254004856,0.0322502516326,79.1479110811
1483,fundavita,24.0,0.0,6,0,6,5.76282920388e-19,2.55254004856,0.0322502516326,79.1479110811
1484,maaansa,24.0,0.0,18,0,18,5.76282920388e-19,2.55254004856,0.0322502516326,79.1479110811
1485,gasthon,24.0,0.0,1,0,1,5.76282920388e-19,2.55254004856,0.0322502516326,79.1479110811
1486,tocamela,24.0,0.0,1,0,1,5.76282920388e-19,2.55254004856,0.0322502516326,79.1479110811
1487,dadda,24.0,0.0,4,0,4,5.76282920388e-19,2.55254004856,0.0322502516326,79.1479110811
1591,porchia,24.0,1.0,1,1,2,7.52363923526e-18,2.55254004856,0.0322502516326,79.1479110811
1489,pichado,0.0,261.0,0,177,177,5.7759307552e-19,0.106355835356,8.41731567611,79.1429604961
35,formosa,29.0,7495.0,24,842,866,0.0,3.08431922534,241.715635986,78.3692018648
1518,formoseños,0.0,255.0,0,98,98,1.45087052336e-18,0.106355835356,8.22381416631,77.3235820939
41,corrientes,44.0,11154.0,26,1409,1435,0.0,4.67965675569,359.71930671,76.8687374929
1544,canalejas,23.0,0.0,8,0,8,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1554,ordinariocarta,23.0,0.0,1,0,1,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1555,alvearr,23.0,0.0,16,0,16,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1675,contes,23.0,1.0,22,1,23,3.98218790378e-17,2.4461842132,0.0322502516326,75.8500814526
1674,jugad,23.0,1.0,1,1,2,3.98218790378e-17,2.4461842132,0.0322502516326,75.8500814526
1673,dagma,23.0,1.0,2,1,3,3.98218790378e-17,2.4461842132,0.0322502516326,75.8500814526
1553,trapal,23.0,0.0,7,0,7,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1551,atinan,23.0,0.0,22,0,22,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1552,mansaa,23.0,0.0,15,0,15,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1550,acequias,23.0,0.0,22,0,22,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1549,rispoli,23.0,0.0,15,0,15,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1545,malpegarse,23.0,0.0,21,0,21,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1548,yiiija,23.0,0.0,3,0,3,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1547,viti,23.0,0.0,11,0,11,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
1546,malpegueee,23.0,0.0,19,0,19,3.0603310558e-18,2.4461842132,0.0322502516326,75.8500814526
760,correntina,2.0,492.0,2,254,256,2.58773943149e-33,0.212711670713,15.8671238032,74.59451449
282,zuqui,113.0,5.0,32,5,37,1.5977421986e-77,12.0182093953,0.161251258163,74.5309496013
1585,buddha,0.0,245.0,0,94,94,6.73850367433e-18,0.106355835356,7.90131164998,74.2912847568
286,pinar,112.0,5.0,21,5,26,8.30761104914e-77,11.9118535599,0.161251258163,73.8713836754
26,manso,1456.0,66.0,402,46,448,0.0,154.854096279,2.12851660775,72.7521202866
827,irrigación,44.0,2.0,16,2,18,3.30826944143e-31,4.67965675569,0.0645005032652,72.5522518243
1626,cotón,22.0,0.0,9,0,9,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
1627,notti,22.0,0.0,17,0,17,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
1635,díaviernes,22.0,0.0,1,0,1,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
1759,viscarra,22.0,1.0,2,1,3,2.10902533337e-16,2.33982837784,0.0322502516326,72.5522518241
1631,yúdica,22.0,0.0,1,0,1,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
1760,blend,22.0,1.0,7,1,8,2.10902533337e-16,2.33982837784,0.0322502516326,72.5522518241
1628,damianmescuderoinstagram,22.0,0.0,1,0,1,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
1758,auuum,22.0,1.0,10,1,11,2.10902533337e-16,2.33982837784,0.0322502516326,72.5522518241
1630,pichula,22.0,0.0,18,0,18,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
1629,díamiércoles,22.0,0.0,1,0,1,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
1632,uniquisima,22.0,0.0,1,0,1,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
1633,díalunes,22.0,0.0,1,0,1,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
1634,camote,22.0,0.0,18,0,18,1.62664254257e-17,2.33982837784,0.0322502516326,72.5522518241
362,nae,4.0,957.0,2,328,330,4.37230251588e-63,0.425423341426,30.8634908124,72.5477137877
114,ochocientos,239.0,11.0,5,9,14,2.41194646231e-161,25.4190446502,0.354752767958,71.6528437439
1729,chs,1.0,235.0,1,67,68,9.94723946801e-17,0.106355835356,7.57880913366,71.2589874198
1732,disc,1.0,234.0,1,20,21,1.15999813485e-16,0.106355835356,7.54655888203,70.9557576862
100,mendocina,258.0,12.0,120,9,129,7.07999423198e-174,27.439805522,0.387003019591,70.9033370101
1846,asadaaa,21.0,1.0,18,1,19,1.11770356779e-15,2.23347254249,0.0322502516326,69.254422196
1845,enet,21.0,1.0,13,1,14,1.11770356779e-15,2.23347254249,0.0322502516326,69.254422196
1844,carlas,21.0,1.0,18,1,19,1.11770356779e-15,2.23347254249,0.0322502516326,69.254422196
1843,contaminante,21.0,1.0,17,1,18,1.11770356779e-15,2.23347254249,0.0322502516326,69.254422196
1719,bistró,21.0,0.0,6,0,6,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1720,chacaaa,21.0,0.0,7,0,7,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1711,iscamen,21.0,0.0,9,0,9,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1712,legrotaglie,21.0,0.0,10,0,10,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1721,brigadistas,21.0,0.0,5,0,5,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1718,correnti,21.0,0.0,1,0,1,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1717,cdad,21.0,0.0,12,0,12,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1715,iskraaa,21.0,0.0,14,0,14,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1714,saplaaa,21.0,0.0,12,0,12,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1713,pandito,21.0,0.0,18,0,18,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
1716,rosquitos,21.0,0.0,18,0,18,8.65450835834e-17,2.23347254249,0.0322502516326,69.254422196
537,mnes,3.0,685.0,2,175,177,1.34256753763e-45,0.319067506069,22.0914223683,69.2374558615
310,manzano,104.0,5.0,42,4,46,4.43108415264e-71,11.0610068771,0.161251258163,68.5948562703
1734,chaque,0.0,226.0,0,166,166,1.24942823098e-16,0.106355835356,7.28855686896,68.5299198165
64,culia,373.0,18.0,122,15,137,9.11180455317e-250,39.670726588,0.580504529387,68.3383584102
1750,santimix,0.0,224.0,0,1,1,1.69934348306e-16,0.106355835356,7.2240563657,67.9234603491
904,enrosque,41.0,2.0,27,2,29,4.75110585732e-29,4.36058924962,0.0645005032652,67.6055073817
905,carmona,41.0,2.0,10,2,12,4.75110585732e-29,4.36058924962,0.0645005032652,67.6055073817
1776,corzuela,0.0,221.0,0,54,54,2.69567016441e-16,0.106355835356,7.1273056108,67.013771148
1822,mv,1.0,221.0,1,17,18,8.56303832757e-16,0.106355835356,7.1273056108,67.013771148
330,oiii,101.0,5.0,41,5,46,6.21969383144e-69,10.741939371,0.161251258163,66.6161584931
581,podestá,60.0,3.0,3,3,6,1.19997890327e-41,6.38135012139,0.0967507548978,65.9565925675
1939,yijaaa,20.0,1.0,12,1,13,5.92756943205e-15,2.12711670713,0.0322502516326,65.9565925675
1942,volvas,20.0,1.0,18,1,19,5.92756943205e-15,2.12711670713,0.0322502516326,65.9565925675
940,cec,40.0,2.0,11,2,13,2.48830864517e-28,4.25423341426,0.0645005032652,65.9565925675
1798,puelles,20.0,0.0,10,0,10,4.60956355653e-16,2.12711670713,0.0322502516326,65.9565925675
1941,paila,20.0,1.0,14,1,15,5.92756943205e-15,2.12711670713,0.0322502516326,65.9565925675
1803,píriz,20.0,0.0,1,0,1,4.60956355653e-16,2.12711670713,0.0322502516326,65.9565925675
1802,aracena,20.0,0.0,4,0,4,4.60956355653e-16,2.12711670713,0.0322502516326,65.9565925675
1801,ferradas,20.0,0.0,2,0,2,4.60956355653e-16,2.12711670713,0.0322502516326,65.9565925675
1800,ox,20.0,0.0,11,0,11,4.60956355653e-16,2.12711670713,0.0322502516326,65.9565925675
1940,playeros,20.0,1.0,16,1,17,5.92756943205e-15,2.12711670713,0.0322502516326,65.9565925675
1799,amicana,20.0,0.0,7,0,7,4.60956355653e-16,2.12711670713,0.0322502516326,65.9565925675
1807,liebig,0.0,217.0,0,16,16,4.98777156113e-16,0.106355835356,6.99830460427,65.8008522132
1869,formoseña,1.0,216.0,1,109,110,1.84810812685e-15,0.106355835356,6.96605435264,65.4976224795
1829,producer,0.0,213.0,0,4,4,9.23030517767e-16,0.106355835356,6.86930359774,64.5879332784
1828,camau,0.0,213.0,0,70,70,9.23030517767e-16,0.106355835356,6.86930359774,64.5879332784
965,ampi,39.0,2.0,12,2,14,1.3032696713e-27,4.1478775789,0.0645005032652,64.3076777532
964,montecaseros,39.0,2.0,15,2,17,1.3032696713e-27,4.1478775789,0.0645005032652,64.3076777532
1841,aij,0.0,212.0,0,77,77,1.07660062129e-15,0.106355835356,6.83705334611,64.2847035447
605,electricity,58.0,3.0,1,3,4,3.26266512898e-40,6.16863845068,0.0967507548978,63.7580394819
1863,esar,0.0,209.0,0,95,95,1.70843256989e-15,0.106355835356,6.74030259121,63.3750143436
230,stylo,134.0,7.0,57,6,63,1.84812582968e-90,14.2516819378,0.225751761428,63.1298814576
1872,yf,0.0,208.0,0,92,92,1.99275953757e-15,0.106355835356,6.70805233958,63.0717846099
1873,worldmusic,0.0,208.0,0,1,1,1.99275953757e-15,0.106355835356,6.70805233958,63.0717846099
1889,peppo,0.0,207.0,0,50,50,2.32443111831e-15,0.106355835356,6.67580208795,62.7685548762
617,gcs,57.0,3.0,5,1,6,1.70113223772e-39,6.06228261532,0.0967507548978,62.6587629391
1900,cdelu,19.0,0.0,1,0,1,2.45805162963e-15,2.02076087177,0.0322502516326,62.658762939
2049,ańo,19.0,1.0,3,1,4,3.14596778559e-14,2.02076087177,0.0322502516326,62.658762939
2055,culiadito,19.0,1.0,11,1,12,3.14596778559e-14,2.02076087177,0.0322502516326,62.658762939
2051,challao,19.0,1.0,14,1,15,3.14596778559e-14,2.02076087177,0.0322502516326,62.658762939
2056,matio,19.0,1.0,8,1,9,3.14596778559e-14,2.02076087177,0.0322502516326,62.658762939
1892,mirdor,19.0,0.0,5,0,5,2.45805162963e-15,2.02076087177,0.0322502516326,62.658762939
1893,díasábado,19.0,0.0,1,0,1,2.45805162963e-15,2.02076087177,0.0322502516326,62.658762939
1894,skandalosa,19.0,0.0,14,0,14,2.45805162963e-15,2.02076087177,0.0322502516326,62.658762939
1895,chuaaa,19.0,0.0,14,0,14,2.45805162963e-15,2.02076087177,0.0322502516326,62.658762939
2048,weón,19.0,1.0,4,1,5,3.14596778559e-14,2.02076087177,0.0322502516326,62.658762939
1896,canedo,19.0,0.0,4,0,4,2.45805162963e-15,2.02076087177,0.0322502516326,62.658762939
1897,egresar,19.0,0.0,14,0,14,2.45805162963e-15,2.02076087177,0.0322502516326,62.658762939
2054,manyin,19.0,1.0,11,1,12,3.14596778559e-14,2.02076087177,0.0322502516326,62.658762939
1898,malgioglio,19.0,0.0,7,0,7,2.45805162963e-15,2.02076087177,0.0322502516326,62.658762939
1899,mémoli,19.0,0.0,3,0,3,2.45805162963e-15,2.02076087177,0.0322502516326,62.658762939
2053,tiano,19.0,1.0,1,1,2,3.14596778559e-14,2.02076087177,0.0322502516326,62.658762939
2052,idiotezzz,19.0,1.0,12,1,13,3.14596778559e-14,2.02076087177,0.0322502516326,62.658762939
2050,bruera,19.0,1.0,4,1,5,3.14596778559e-14,2.02076087177,0.0322502516326,62.658762939
1963,pair,1.0,206.0,1,108,109,8.61522140469e-15,0.106355835356,6.64355183631,62.4653251425
1962,cerve,1.0,206.0,1,103,104,8.61522140469e-15,0.106355835356,6.64355183631,62.4653251425
135,photography,207.0,11.0,5,8,13,1.75959593345e-138,22.0156579188,0.354752767958,62.0591575522
157,asar,187.0,10.0,106,10,116,3.14213688237e-125,19.8885412117,0.322502516326,61.6694140507
635,penosa,56.0,3.0,26,3,29,8.86907311771e-39,5.95592677996,0.0967507548978,61.5594863963
1925,encarnación,0.0,203.0,0,56,56,4.30340306723e-15,0.106355835356,6.54680108142,61.5556359414
1021,nehuen,37.0,2.0,5,2,7,3.57560298314e-26,3.93516590819,0.0645005032652,61.0098481249
2038,chara,1.0,199.0,1,90,91,2.53240235571e-14,0.106355835356,6.41780007489,60.3427170066
1969,pichada,0.0,198.0,0,147,147,9.29593728741e-15,0.106355835356,6.38554982325,60.0394872729
249,mocha,127.0,7.0,20,7,27,1.86231058493e-85,13.5071910903,0.225751761428,59.8320518292
2083,insfran,1.0,196.0,1,42,43,4.02064633843e-14,0.106355835356,6.32104931999,59.4330278055
2198,girarla,18.0,1.0,16,1,17,1.67102991057e-13,1.91440503642,0.0322502516326,59.3609333108
2202,mastro,18.0,1.0,1,1,2,1.67102991057e-13,1.91440503642,0.0322502516326,59.3609333108
2203,brou,18.0,1.0,6,1,7,1.67102991057e-13,1.91440503642,0.0322502516326,59.3609333108
2199,ganaderia,18.0,1.0,11,1,12,1.67102991057e-13,1.91440503642,0.0322502516326,59.3609333108
2204,chichen,18.0,1.0,3,1,4,1.67102991057e-13,1.91440503642,0.0322502516326,59.3609333108
2200,cancanes,18.0,1.0,13,1,14,1.67102991057e-13,1.91440503642,0.0322502516326,59.3609333108
2201,grasso,18.0,1.0,3,1,4,1.67102991057e-13,1.91440503642,0.0322502516326,59.3609333108
1997,pezo,18.0,0.0,8,0,8,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1990,toneles,18.0,0.0,11,0,11,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1996,ninoska,18.0,0.0,4,0,4,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1994,barbeito,18.0,0.0,12,0,12,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1993,torente,18.0,0.0,1,0,1,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1998,radiojovenmzafacebook,18.0,0.0,1,0,1,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1999,malpegues,18.0,0.0,16,0,16,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1992,vitivinicultura,18.0,0.0,11,0,11,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
2000,atinas,18.0,0.0,16,0,16,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1991,weona,18.0,0.0,4,0,4,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1989,raspaditas,18.0,0.0,17,0,17,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1988,jarillera,18.0,0.0,13,0,13,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
2001,malpegando,18.0,0.0,17,0,17,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1995,uachi,18.0,0.0,11,0,11,1.31247187619e-14,1.91440503642,0.0322502516326,59.3609333108
1050,xlr,36.0,2.0,1,2,3,1.8729669719e-25,3.82881007283,0.0645005032652,59.3609333107
2014,dpec,0.0,194.0,0,99,99,1.7217557613e-14,0.106355835356,6.25654881672,58.826568338
2022,barranqueras,0.0,193.0,0,63,63,2.00865127174e-14,0.106355835356,6.22429856509,58.5233386044
2035,secheep,0.0,192.0,0,106,106,2.34338159749e-14,0.106355835356,6.19204831346,58.2201088707
2036,quimsa,0.0,192.0,0,29,29,2.34338159749e-14,0.106355835356,6.19204831346,58.2201088707
394,sanjuaninos,87.0,5.0,56,4,60,6.46597776121e-59,9.25295767601,0.161251258163,57.3822355337
2068,yagua,0.0,189.0,0,113,113,3.72127545789e-14,0.106355835356,6.09529755856,57.3104196696
2181,epet,1.0,188.0,1,69,70,1.38008550878e-13,0.106355835356,6.06304730693,57.0071899359
2089,argela,0.0,188.0,0,111,111,4.34162931474e-14,0.106355835356,6.06304730693,57.0071899359
328,palmira,103.0,6.0,29,5,34,2.48782780806e-69,10.9546510417,0.193501509796,56.6127419535
2211,guampa,1.0,186.0,1,142,143,1.87873674453e-13,0.106355835356,5.99854680366,56.4007304684
2112,ajpp,0.0,186.0,0,2,2,5.91006040363e-14,0.106355835356,5.99854680366,56.4007304684
2111,colectividad,0.0,186.0,0,56,56,5.91006040363e-14,0.106355835356,5.99854680366,56.4007304684
2121,quiti,0.0,185.0,0,72,72,6.8955719902e-14,0.106355835356,5.96629655203,56.0975007348
2123,jhejhe,17.0,0.0,3,0,3,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2346,enólogo,17.0,1.0,8,1,9,8.88369719289e-13,1.80804920106,0.0322502516326,56.0631036823
2131,imazio,17.0,0.0,1,0,1,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2122,lapreviaelectronica,17.0,0.0,1,0,1,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2130,sommeliers,17.0,0.0,4,0,4,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2129,foroalfa,17.0,0.0,1,0,1,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2133,sagasti,17.0,0.0,6,0,6,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2134,cuchinini,17.0,0.0,2,0,2,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2135,yisuuu,17.0,0.0,13,0,13,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2347,aumm,17.0,1.0,10,1,11,8.88369719289e-13,1.80804920106,0.0322502516326,56.0631036823
2137,descubriendovendimia,17.0,0.0,1,0,1,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2128,soemga,17.0,0.0,5,0,5,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2124,ciurca,17.0,0.0,9,0,9,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2125,cochicó,17.0,0.0,6,0,6,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2126,bodegueros,17.0,0.0,8,0,8,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2136,hlh,17.0,0.0,12,0,12,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2132,dubrowsky,17.0,0.0,3,0,3,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2345,juete,17.0,1.0,4,1,5,8.88369719289e-13,1.80804920106,0.0322502516326,56.0631036823
2127,piré,17.0,0.0,13,0,13,7.01810489465e-14,1.80804920106,0.0322502516326,56.0631036823
2344,pacos,17.0,1.0,13,1,14,8.88369719289e-13,1.80804920106,0.0322502516326,56.0631036823
2239,cursillo,1.0,184.0,1,132,133,2.55770111352e-13,0.106355835356,5.9340463004,55.7942710011
2189,guampuda,0.0,180.0,0,131,131,1.49125724574e-13,0.106355835356,5.80504529387,54.5813520663
2290,chaqueños,1.0,180.0,1,112,113,4.7412337599e-13,0.106355835356,5.80504529387,54.5813520663
2208,chipacitos,0.0,179.0,0,123,123,1.74007333392e-13,0.106355835356,5.77279504223,54.2781223325
2220,tereees,0.0,178.0,0,112,112,2.03043396506e-13,0.106355835356,5.7405447906,53.9748925988
2221,alaaa,0.0,178.0,0,70,70,2.03043396506e-13,0.106355835356,5.7405447906,53.9748925988
2218,mandiyú,0.0,178.0,0,10,10,2.03043396506e-13,0.106355835356,5.7405447906,53.9748925988
2219,encestando,0.0,178.0,0,3,3,2.03043396506e-13,0.106355835356,5.7405447906,53.9748925988
2245,fages,0.0,176.0,0,2,2,2.76471763882e-13,0.106355835356,5.67604428734,53.3684331315
2262,teree,0.0,175.0,0,89,89,3.22620173733e-13,0.106355835356,5.6437940357,53.0652033977
714,tna,3.0,524.0,3,35,38,6.08512679883e-35,0.319067506069,16.8991318555,52.9641268198
2270,guachitas,16.0,0.0,14,0,14,3.75884752867e-13,1.7016933657,0.0322502516326,52.7652740539
2271,yori,16.0,0.0,7,0,7,3.75884752867e-13,1.7016933657,0.0322502516326,52.7652740539
2272,guajardo,16.0,0.0,8,0,8,3.75884752867e-13,1.7016933657,0.0322502516326,52.7652740539
2275,secamentes,16.0,0.0,16,0,16,3.75884752867e-13,1.7016933657,0.0322502516326,52.7652740539
2492,trapiche,16.0,1.0,7,1,8,4.72729626099e-12,1.7016933657,0.0322502516326,52.7652740539
2493,castillón,16.0,1.0,5,1,6,4.72729626099e-12,1.7016933657,0.0322502516326,52.7652740539
2494,culiaado,16.0,1.0,8,1,9,4.72729626099e-12,1.7016933657,0.0322502516326,52.7652740539
2491,ramsés,16.0,1.0,6,1,7,4.72729626099e-12,1.7016933657,0.0322502516326,52.7652740539
2495,boeeena,16.0,1.0,15,1,16,4.72729626099e-12,1.7016933657,0.0322502516326,52.7652740539
2496,calipo,16.0,1.0,7,1,8,4.72729626099e-12,1.7016933657,0.0322502516326,52.7652740539
2277,orh,16.0,0.0,4,0,4,3.75884752867e-13,1.7016933657,0.0322502516326,52.7652740539
2278,amiguchi,16.0,0.0,4,0,4,3.75884752867e-13,1.7016933657,0.0322502516326,52.7652740539
