palabra,pvalorWelch
lac,5.3482239448e-06
quemu,0.00372353769299
bragadense,0.0147946120662
bentral,1.19382102922e-05
roquel,0.0218729440671
lape,0.000108626234648
chh,1.86923263607e-06
navarra,0.000476705451915
encarnación,0.077891028523
cierg,0.152251374643
mburucuyá,0.00207590210494
graduacion,9.50989817568e-08
abusa,8.71690853336e-16
guaracha,1.13140296749e-06
ferial,1.67898708309e-08
colchas,1.57195692411e-34
mañoso,8.51990468916e-24
capiovi,0.00191772705738
anco,3.58011673473e-10
ameghino,5.25722939502e-05
catriló,0.00353264639407
otario,2.51442607338e-12
sciacqua,0.00906649482958
chaqueños,2.90516645521e-10
issn,0.00140259676304
lagooo,1.4910161057e-14
iguazu,8.92546479895e-09
curuzú,1.04006315604e-05
teu,1.8740328107e-07
osella,0.0171042009275
cauda,2.03176108887e-14
cld,0.141070934911
exodo,9.94959197195e-07
lebbos,0.000922942736878
ucu,9.21481195136e-05
canalla,3.97571178181e-07
awas,0.258430574736
chabona,1.39670393841e-64
pris,0.0196568919396
mendoza,5.51024065602e-36
corzo,0.0641959421121
olo,0.0222981843482
hso,2.84955855521e-16
ituuu,3.81753422414e-06
taragui,0.00132410593576
iaa,8.40757412871e-18
unter,0.00130412529558
kgta,1.78306286423e-07
sfvc,0.0122020888214
beltrán,0.000136092220422
sae,0.23088204393
rosarinos,1.68333829395e-17
embolaaa,3.4764644675e-13
ulapes,0.0850506723539
naeee,4.42792684813e-06
empedrado,0.0113244722839
jea,8.8044843817e-05
yiii,3.3803128303e-07
seventy,3.13456435987e-08
dejjja,1.98012494246e-07
esarrr,9.46404196218e-07
clancy,0.0214014820165
chaa,6.29996012501e-18
sanvi,0.000133284835186
caure,1.57419530781e-07
paaa,1.90329661848e-48
gobernadora,2.90625251125e-13
belloni,0.0140247105175
decano,6.39218451486e-07
arenas,2.90624053552e-08
legisladora,0.0319393430536
quintaaa,2.27923994219e-09
famaillá,0.104334691412
pucta,2.31812682953e-06
poman,0.0269536467718
pasao,6.67684214842e-32
pinchila,1.01940896151e-10
poclaba,0.0149096758522
chubutense,0.0275278012887
kempes,2.54911386374e-10
jacovino,0.0109736018875
crocianelli,0.00293589615367
agronomía,3.2665301635e-08
veliz,0.0102320032353
catena,3.17237113402e-06
rindes,2.90860644732e-05
pavadas,4.47690958136e-96
stylo,0.012987315378
lobito,1.39650394771e-06
salces,0.0116365995666
chui,3.61804486745e-15
atech,2.89426578871e-05
continuados,0.0593124126439
bussi,0.000910911657291
acueducto,6.53033992531e-10
heras,8.94857840572e-05
temblores,9.59418438948e-33
chuiii,2.97836392941e-21
lastimosamente,3.4041760941e-09
polleriar,2.71818441611e-10
riojaaa,7.95630148962e-07
laprida,2.48258681296e-11
alameda,9.02605550144e-07
tiket,0.000220375104513
masvale,0.0737013143571
lomce,0.0338836668186
jáchal,0.0141384014473
fme,0.0217066536409
alunado,1.4086563425e-08
aiss,6.12601271425e-05
mpl,0.0991142829532
fundadores,0.0306941256328
salteñas,5.48278826389e-10
dotor,2.61951042897e-09
supercanal,2.86960600627e-07
cabrito,1.74633017537e-11
culiaw,0.000123298853133
borrate,1.86677771132e-17
colectividad,0.00189186570353
calafa,2.21349990766e-08
ips,0.00112742268102
guampuda,1.50593632661e-13
yasta,8.54725355301e-11
cano,2.00659507337e-07
cabello,1.9976243391e-29
uras,2.10840739468e-06
festi,3.77559332813e-12
bolacera,2.44636339307e-10
jenefes,0.000168323575575
maipú,0.00063381534341
cinemacenter,0.0330199904192
tareferos,0.0062945835288
aminga,0.124381740179
precintos,4.68775864376e-05
girasoles,4.85902279851e-07
regina,1.80489813553e-08
ricobelli,0.00576409914981
famailla,3.22390687833e-08
uncaus,5.909752088e-05
angostura,2.33810239983e-09
atino,1.89206373198e-06
porrón,1.72305840565e-19
alem,2.10996721731e-15
flashas,1.30205755112e-38
apos,7.35230082808e-05
leprosa,0.00181552117641
castor,4.70486489714e-05
undec,0.12382735861
lc,1.25441236891e-09
chiango,0.000100517449193
sanford,0.0042735304231
kuanip,0.0175711439635
tabacal,0.00139856910247
dina,3.68902512677e-05
guatraché,0.00731190449435
picara,9.11176857246e-11
sinaliento,0.000816852203473
lepraaa,1.08740235122e-06
chocón,0.000583118655386
ck,7.07532461445e-11
integradora,4.44007165769e-11
jsrn,0.0588455509171
campolter,0.0229173966515
nea,1.74599106144e-07
laurel,0.00322256986052
amato,0.000179752627887
newbery,0.000103772627636
chatiame,9.03604912181e-06
wasos,4.7335922691e-07
casbas,0.00325581924503
catrilo,0.000178883997025
greenland,0.00210970311253
pereza,2.78032012507e-37
romat,0.0839478563182
ofle,1.00162174186e-08
tae,9.07302684254e-06
atine,1.37939277562e-05
recepción,2.3866785913e-47
wayar,2.09614481791e-07
porron,3.1208168353e-17
pake,1.01030033875e-07
tupungato,0.00160930329412
quintaa,1.65213345033e-05
enrica,0.000794106371679
mbore,3.72428332746e-07
pororó,1.83693241181e-18
jeí,0.000257567819192
nava,2.05205936329e-08
intertribus,1.34940235193e-08
peregrinos,5.69604210093e-08
drastor,7.84676807145e-06
cecsagal,0.000126736368117
campiña,0.146933583768
vais,1.40940949472e-07
chango,9.7733506061e-65
chusoto,0.00225666903655
pell,0.000527346492131
cuchale,9.96991109586e-05
masitas,9.28861867938e-44
carrozas,7.13779121676e-09
indu,1.67705219785e-14
virreina,0.000195263486441
pomelos,1.82669884947e-16
itati,3.8395989595e-10
chaques,8.16121813058e-05
talampaya,0.1307602549
pavada,3.63514518772e-99
morón,3.00231592632e-09
nosi,9.25563090604e-10
goye,0.000200987267768
fla,2.95545134112e-12
britos,0.0250075274139
antoniano,0.00121786604032
enchota,2.70291376662e-08
llao,0.000154249002098
impre,1.45574362394e-06
isidoro,9.67423159746e-06
pehuenia,0.000671645071607
vm,4.97206918996e-06
tereees,1.532527284e-13
corsodromo,0.000226291067274
manush,2.47063561892e-05
anonima,1.71903087615e-20
andalucía,0.000470574831702
qsy,4.99643047048e-19
toyyy,6.24657783925e-13
wert,0.0060104916928
patagónicos,5.29540008773e-07
lomitas,0.17942484037
rubalcaba,0.0020278990404
lmneuquén,0.00758458264685
siosi,1.82514633825e-06
desocuparme,2.94652144981e-10
nambrena,6.99004911692e-06
enet,0.0269131849757
mestre,8.10706107909e-07
consejería,0.00584651900536
bolasea,1.9377255981e-09
pesaooo,2.19448300329e-06
ahjajaja,6.12696195884e-09
tontera,4.72261405817e-26
posadeña,0.000383218560775
newsan,0.000169413581688
hsa,9.87188722898e-16
hnoo,1.45620865296e-10
laspa,3.06093681668e-06
vao,2.70396030454e-09
uco,0.213845113896
masiado,3.29201462433e-08
mdn,0.0132853916626
vena,1.82444561405e-35
nanni,0.0130537537379
cadas,2.34294377245e-07
macedonio,0.00727375087408
vilca,0.000388767849529
escu,6.31423991863e-16
moga,2.18839284208e-11
cunca,8.89791152816e-06
corrientesss,6.126835658e-11
paye,3.01706930258e-10
chamame,2.59899375216e-07
rios,8.09937427532e-22
sanjuaninas,0.000291722367469
culiaa,1.45090141817e-18
icaño,0.0477731714735
pinedo,1.13462607122e-15
chalet,6.71701296571e-11
churo,2.48966735828e-06
maquinchao,0.0204188184177
snopek,0.0636652706236
cursillo,1.85479116208e-32
angaa,2.82596489521e-08
educa,4.27416692642e-21
junin,1.13583375051e-09
guampa,5.20011271836e-15
pehuenche,0.00986789121052
emperatriz,3.50719717017e-05
santurce,0.000506691492987
agmer,0.0133070923641
zuvic,0.143575578205
nordeste,0.000133973229357
entrerriana,2.91394786418e-06
culiaaao,7.12441524439e-10
surubí,0.0813414518859
palmar,0.00610261422606
kdk,0.000265496174282
yaco,0.22958694391
não,0.000295024558286
ágora,0.311386689914
piray,0.000522282917143
céliz,0.0265775272463
angaco,0.0104451927084
pomán,0.00159058881882
chipa,1.44662174126e-19
valles,5.82085776013e-11
gerez,0.0782525364385
vincent,1.25421321309e-08
galleguillo,2.81582736975e-16
zaragoza,1.42849764732e-05
porfiada,1.81227060295e-12
joyaaa,4.74848428111e-39
moconá,0.292448651164
zampedri,0.00322425787498
humitas,3.93062580375e-12
ipv,1.04164491064e-05
mechita,0.00153215961052
mamila,1.66898839899e-09
ucasal,1.96161926833e-05
sheraa,0.00121516101624
chupapijas,0.000247012747231
desentierro,0.00157252150778
albardon,0.00153469301588
lagunaaa,7.21802172136e-08
hain,0.0982175119487
lomito,4.035097989e-39
changooo,1.57119924564e-12
lagu,1.42987977478e-06
wilkenny,0.00043972346297
salao,8.17978551959e-06
vevooo,8.29397097411e-07
zapla,0.00665837391874
unc,1.27299127386e-10
sextooo,1.15405948676e-05
polti,0.137334013158
ruca,2.62170435792e-10
yungas,0.00602739905677
nevada,2.06250525284e-09
enrosco,5.59345412836e-12
altolaguirre,0.0350560817037
lbh,0.214467506872
chilota,4.89016560879e-06
abuso,9.61328414463e-60
culiadora,0.000243754553693
sobral,0.000580352574661
bustelo,0.000294853378664
huaico,9.5886938872e-06
gye,0.0287066902589
inculiable,1.74571727321e-06
pamplona,5.63279754446e-05
virga,2.17195609003e-11
glaciar,5.21618112968e-06
eña,3.66127204708e-09
okulovich,0.00964697749472
mendieta,0.00700275982492
pat,4.3332885006e-08
dkno,0.0106999257612
arroyito,1.42814372909e-09
fec,1.56450421251e-17
pampu,0.035043647201
obereña,0.011100905128
guaminí,0.0154678638468
boeta,9.14366498989e-06
vuestra,1.48008400945e-07
murialdo,6.26014968515e-05
prevvv,3.65059159033e-10
mantra,0.00087675091826
picaro,9.22249974724e-22
camuzzi,6.03240474548e-07
rovira,0.00167487438806
noxx,0.000125107313944
dublin,1.90926826113e-06
bolasera,4.45141247913e-08
culiaoo,1.96623382474e-12
hdm,2.80563816668e-13
wee,6.88253853951e-48
krakaaa,5.21685978239e-06
apruebas,0.000478954142109
blonda,7.86068139692e-10
guri,1.20416492421e-09
sanber,3.87203694142e-08
ituzaingo,4.24086715415e-05
chubutenses,0.00507944279588
costaaa,1.66858552532e-05
wasabi,0.000180615377039
baten,4.02278258682e-10
lesa,1.58634367714e-09
colonnn,5.90533368574e-07
invap,4.70745545029e-05
lifschitz,5.84273396817e-06
artante,2.3750176906e-13
apetece,8.78068358113e-07
odeon,0.0575725480217
palmira,0.00132544725038
abusooo,2.45947976862e-13
oq,2.64743395377e-05
orfeo,2.05242441187e-09
berza,0.0270066718408
shira,5.11578731504e-06
criollitos,4.50324087541e-13
sitiooo,1.45538831761e-07
comparsa,5.70143850141e-06
rosarioo,1.70824789712e-06
ibarreta,0.170863822087
uader,2.36574174585e-05
bolos,6.7999751263e-12
sensini,0.0116144505025
lomitos,4.10332379647e-34
ushu,0.008429655218
lorente,0.00272100949964
maipu,9.12554807573e-11
ycrt,0.0746225221358
realico,0.00119341092346
payé,1.43942078708e-07
tortitas,1.29487158577e-24
aiaiai,1.21027189126e-06
caguas,0.0354419047048
batachá,0.000560761234961
chiaaa,4.29425506266e-09
olvis,4.00138057267e-05
susp,5.39636287479e-05
conchhh,3.06465448661e-11
celiz,0.0552032088847
santacruceña,0.00544625809406
amaya,3.76404947993e-07
integradores,4.08503499707e-06
newells,6.40011116305e-13
compensatorio,0.187540779655
flashe,1.65608585652e-56
enaaa,1.37382765034e-06
obereños,0.00913705950806
treo,0.227739914218
hartantes,1.37378820456e-13
güemes,0.00132774336908
quiaca,6.09612828566e-09
edenor,4.73925771749e-05
tante,0.00014168993358
loreto,2.49515523707e-07
empingar,0.000261670095837
amaicha,0.000282275909989
gancedo,0.0688387292547
descaro,6.85424688837e-16
achirense,0.149657281573
tolaba,0.00985067335168
arnet,6.22474301214e-33
estudiantina,1.21250169195e-23
epade,0.00358518628757
nevadas,4.19448602706e-09
gesell,7.92217703001e-31
torrontes,0.00108123422349
rosariooo,1.06627208098e-08
enfermante,2.21593311461e-32
copahue,0.0237924980629
ria,3.16458445076e-11
frankfurt,8.58983600465e-05
pujato,0.0130313470114
chabonas,1.11411495182e-17
qk,6.86273061028e-07
serenata,5.7870583882e-15
cau,1.13477683006e-06
ferinoa,0.0389073463215
aéreos,0.243913254405
machada,4.63482335381e-13
caú,7.3242084203e-10
flipa,0.273680066005
garupá,0.00383383739066
aniceto,0.0350839501667
pesaaa,1.02434367692e-07
você,5.43290132773e-05
raly,6.09065663353e-07
changuito,1.73580793361e-24
visitarle,8.21403345972e-12
renegar,6.30753145352e-120
poncho,5.4552350402e-15
huerto,4.55599331325e-06
wp,3.72164773414e-91
abelardos,0.000852170434322
sbuttoni,0.0214450988915
riel,0.00497094997911
acebal,0.0848248931821
contraturno,1.72749489746e-16
pollock,0.0106848248723
cafs,0.288229567828
session,0.035114691704
comparsas,5.64293707099e-13
embolan,7.24677263147e-24
bv,1.94669590189e-08
wa,1.16230310294e-46
saladillo,0.105074872804
empedo,4.38683318948e-84
lp,1.19922455457e-26
catriel,3.17098798944e-08
cuyo,0.0300651569138
colon,2.04031025094e-15
artesanía,5.29077451869e-06
qleao,0.000235502357023
bandiao,6.0916243291e-05
cheers,0.000448895170706
lago,2.53765947124e-60
chañar,0.0080952081398
cef,0.000218830902038
laaa,2.52457076886e-65
viñedos,0.0196079235092
dorr,6.44984266514e-05
flay,2.86328104938e-13
porfiado,4.18725306121e-15
venaaa,1.38959712869e-08
precinto,0.116023488699
tiradez,3.15675583274e-05
orellana,6.89013420485e-05
saldivia,0.00176819030535
carna,1.15640670888e-06
bols,6.08281706629e-11
anónima,2.53346757084e-30
chilotes,4.10608417682e-11
nva,8.16322108083e-10
papilo,1.81989586564e-11
pingooo,3.99346738939e-12
rally,2.22306615841e-05
chiri,8.18874195841e-06
onelli,8.98514914433e-05
angá,5.483872875e-06
sabéis,0.000273305020562
cospel,2.9180795864e-08
pichetto,0.00320366002091
decanos,0.000795019335479
maragato,0.0276941330904
weee,6.64457300397e-48
cantobar,0.283873117036
guampudo,4.59230689908e-18
chijra,0.00517588752858
demorando,4.70792862896e-13
sbs,0.320438396905
retiramos,4.20849262066e-16
salta,1.45121540806e-31
ville,0.0732687113957
rosarino,0.000168438241458
conser,6.94366584452e-05
lenci,0.00108188718754
só,0.000499275060087
porá,7.31129644675e-07
vadeci,1.79845105637e-06
changuita,0.0062402043381
forum,4.46210306738e-05
malpegado,9.76205476394e-06
medi,1.18769581423e-08
tdv,3.81667361778e-14
chamamecera,0.0904280786652
capellán,0.101252022466
pire,0.000112670001355
euro,0.0988780882765
merloo,0.00072757869123
fdd,5.18179447597e-11
diariopanorama,0.0612653133101
poto,3.19706411023e-17
jesuuu,5.95406042269e-13
jaldo,0.000449350790424
siome,0.000978459334431
chateo,5.88683939969e-13
vosotros,4.44700275243e-10
calefactor,2.9006519333e-60
costanera,0.0114686690293
culiadas,4.39542639668e-09
waa,4.11529802959e-17
apronta,2.69084702139e-07
qliaooo,7.02399453636e-07
vove,0.000702598565788
compadre,2.22779819703e-19
cq,1.68870810321e-05
espe,3.70706289722e-05
mandioca,4.25648953977e-14
pira,6.74090656411e-08
samic,0.0369065412179
calchaquí,0.0100633054996
castelar,5.38917172563e-07
tarjebus,2.51984536166e-07
garupa,0.00198056188113
saladita,1.99101424839e-11
belfast,0.00493541033561
callejo,0.0326649692028
autobuses,0.000105121170605
demoras,2.19527287777e-09
canotaje,1.63308087252e-05
fero,7.93176622568e-05
setas,0.0575045469715
paiva,1.17964765001e-06
coe,4.60754817132e-09
vuestras,0.000231639423233
rompete,1.01578053257e-20
brai,0.000853423428672
flaya,2.18634980149e-09
aguara,0.101530860017
retobada,5.06293902977e-10
nogar,0.044022499462
ondara,2.33751248934e-06
carnavalear,1.18540076844e-07
departamental,1.26583457809e-10
trole,0.0181491330526
bragadooo,1.10871116259e-07
schiaretti,0.000115313038622
cts,5.97400416306e-05
infuetur,1.60669971767e-05
corso,9.73710692237e-05
palpa,3.66334162545e-07
cerros,3.09191368328e-18
costaa,7.10286739576e-10
alumine,0.205123029731
autol,0.0342967248672
mandiyú,0.112237737691
menendez,3.0380474203e-05
tj,1.57843120138e-07
santiagueñas,7.03304414564e-06
aparata,8.37550118485e-10
runner,4.88212124059e-08
escucharle,1.78141038505e-06
nv,6.26487676361e-14
casssi,1.28406988582e-11
kenserio,0.000221988460472
rc,0.000839416823765
tamales,7.65893935034e-08
clavero,1.03537973223e-06
olascoaga,0.0492157048964
perdáis,0.00548360284101
peñaloza,1.58829109647e-06
acoge,0.00023242673227
perito,4.89254403076e-10
joyaa,1.09586343707e-28
changada,5.53135592325e-06
ulises,2.13531544239e-24
difunta,0.000460894368834
suncho,0.000228520842254
cremolatti,7.29274200333e-11
recova,0.0024266737095
maicenitas,8.59183907192e-07
btf,0.00133083064947
alperovichista,0.00422996302088
ch,2.56391901661e-37
cordillerano,0.000259863555153
custo,0.000727584750566
apalo,5.23910495234e-09
vinchina,7.1405778399e-05
joia,1.17049420379e-05
bbm,0.344218308074
unito,8.47748065344e-15
docta,6.4386624886e-09
birome,6.53647278246e-23
trulaaa,0.226498956703
exprimidas,1.78290290702e-05
neuquinas,0.00104894444781
huevasos,1.93211667975e-06
dpe,0.00012766776693
lancaster,0.000235051182447
bonys,0.0498566185603
altoque,1.80105178509e-09
ugt,0.121180213734
nooox,0.000352191841451
sotano,0.000187028905832
panambí,0.00682615076332
rusita,6.83928320551e-07
ausonia,4.10811780706e-05
atenas,0.000927921009
clo,9.22116227487e-06
tereré,1.28830321023e-31
correntinas,0.0028765020285
cajeta,1.52220932345e-45
pícara,1.39248088587e-13
éxodo,7.40767799696e-08
bocha,2.4690489021e-86
chem,5.70713355877e-05
vialey,0.0462971632782
isso,0.0183279206001
mandados,1.44467073723e-13
carroza,5.10784708308e-07
uriburu,5.78708685879e-05
criollos,3.99011352762e-09
cachiva,8.46336655295e-12
bajada,6.33409747228e-33
noa,1.98452497879e-12
rodeito,9.65000236226e-07
idevi,0.270369703495
mim,3.58260797841e-07
aum,0.000220832628205
alderetes,1.19274437092e-06
yirrr,0.000675959651097
topsy,1.94224631756e-07
cabaña,2.65842123899e-13
chajarí,2.79673452131e-05
quel,0.169900049267
culturarte,0.00976079314305
aignasse,0.00418206346156
ipem,2.57126127311e-05
sportivo,0.000124138208061
enrosque,5.62380192774e-08
koko,1.77114491282e-05
sauces,4.25954139893e-08
alfaro,1.38371874369e-05
multiespacio,0.0145865695072
pesaos,1.83246301345e-08
pucto,7.83304393424e-06
juntemosno,2.01107146415e-11
midland,0.00131702200992
tô,0.000291890318904
contte,0.110666146893
tirol,0.00906541689734
pinchado,3.46801045526e-14
vergas,2.5663439991e-43
nieve,2.24825364111e-34
lauquen,0.0933988393328
integrador,6.54307706589e-08
flayar,1.6437255171e-06
cohetes,2.6256787034e-60
chumbita,0.0181091640141
ereros,0.0229626378507
curu,0.00184042156484
riv,0.00991135013781
ledo,0.00117809588144
colectividades,9.7691943323e-05
genaro,0.0117401172277
secco,3.3298756476e-10
talitas,0.147093370551
animaná,0.00235980862854
peressini,0.0248855026481
dorrr,3.96328132736e-16
guemes,1.45346831477e-12
hrrg,0.00439428740876
empingante,5.61610023868e-07
suipacha,3.95884465698e-05
crc,3.76655855155e-05
rojinegra,0.0163692143822
standart,0.0201537796259
lomos,0.067573606884
piñones,0.0410838388281
nevadita,0.00895604883629
corsódromo,0.000349992249361
bolasero,2.09020751793e-10
cuñi,4.57165216522e-11
flashar,4.15676804613e-44
doria,0.00156253763324
fagnano,6.94811392441e-06
pilla,9.94324009813e-10
catamarqueñas,0.151086285216
tembló,1.98572014254e-13
parana,0.00375788658819
culiar,7.98418073406e-21
misioneras,3.88179485959e-05
gurisito,2.51022036351e-09
tiradaso,5.52875275153e-07
metrapet,0.000101116831098
harte,8.99606078454e-28
confite,6.22566820948e-10
nevar,3.93740933208e-23
cajetaaa,1.62190428138e-13
linnn,4.40668345698e-10
nem,0.00359756927959
aris,0.00779955514203
boba,7.29489467697e-109
fonzalida,0.00851616986749
ifes,0.000105008816528
enroscada,1.6772328073e-13
chabas,0.0190013293259
galleres,1.91581875885e-05
quebrao,5.12316401035e-07
hcd,1.54214231539e-07
panchuques,9.2179884768e-07
activame,1.06432365833e-21
chacana,0.106103784754
cdo,3.46324192005e-22
casona,0.0374319550459
peton,8.41810837083e-10
russia,0.00149056633255
tm,1.21652906383e-13
pcia,1.12236022625e-12
intersindical,2.90903583864e-05
hacimo,0.000111801853716
moquero,2.67103493482e-11
matesito,1.89982195047e-08
tupac,0.348307669736
baaah,3.28107892363e-10
mugni,0.0561976840393
mamado,2.06545096087e-33
uocra,5.95841386101e-09
veladero,0.00018764671038
castelli,9.20745430329e-08
choro,4.62461329823e-26
pororos,4.75203342298e-09
culeado,1.28676206932e-11
recepciones,9.39405243639e-11
tatengue,0.0997110410562
piche,9.18096054428e-08
mantilla,0.184990631236
arequito,3.98296295956e-05
pachamama,3.46987344627e-12
saltaaa,4.1932526948e-15
